id;brand;model;reference;price;rimType;compatibility;diametr;ET;width;dia;bolts;CO;color;original
1501;DOTZ;CP5 dark;;7780;Литые;;17;38;7;100;5;60,1;;false
1502;DOTZ;CP5 dark;;7190;Литые;;17;45;7;100;5;60,1;;false
1503;DOTZ;CP5 dark;;9020;Литые;;17;45;8;112;5;70,1;;false
1504;DOTZ;CP5 dark;;10160;Литые;;18;30;8,5;120;5;72,6;;false
1505;DOTZ;CP5 dark;;11590;Литые;;18;35;8,5;120;5;72,6;;false
1506;DOTZ;CP5 dark;;11590;Литые;;18;45;8,5;112;5;70,1;;false
1507;DOTZ;CP5 dark;;11590;Литые;;19;35;9,5;112;5;70,1;;false
1508;DOTZ;CP5 dark;;6350;Литые;;19;40;9,5;120;5;72,6;;false
1509;DOTZ;CP5 dark;;6350;Литые;;19;45;9,5;112;5;70,1;;false
1510;DOTZ;CP5 dark;;6350;Литые;;20;28;8,5;112;5;70,1;;false
1511;DOTZ;CP5 dark;;6350;Литые;;20;28;9,5;112;5;70,1;;false
1512;DOTZ;CP5 dark;;9020;Литые;;20;35;8,5;112;5;70,1;;false
1513;DOTZ;CP5 dark;;10160;Литые;;20;35;9,5;112;5;70,1;;false
1514;DOTZ;CP5 dark;;10160;Литые;;20;40;9,5;112;5;70,1;;false
1515;DOTZ;CP5 dark;;6350;Литые;;16;41;7;108;4;70,1;;false
1516;DOTZ;CP5 dark;;6350;Литые;;16;45;7;108;5;70,1;;false
1517;DOTZ;CP5 dark;;6350;Литые;;16;45;7;112;5;70,1;;false
1518;DOTZ;Crunch;;6820;Литые;;16;35;8;139,7;6;67,1;;false
1519;DOTZ;Crunch;;8170;Литые;;16;35;8;120;5;65,1;;false
1520;DOTZ;Crunch;;7690;Литые;;17;35;8;139,7;6;67,1;;false
1521;DOTZ;Crunch si;;7250;Литые;;17;20;8;139,7;6;106,1;;false
1522;DOTZ;Crunch si;;7210;Литые;;16;20;8;139,7;6;106,1;;false
1523;DOTZ;Crunch si;;8000;Литые;;17;35;8;139,7;6;67,1;;false
1524;DOTZ;Dakar;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
1525;DOTZ;Dakar;;3930;Стальные;;13;46;5;100;4;54,1;;false
1526;DOTZ;Fast Fifteen;;8230;Литые;;18;35;8;120;5;72,6;;false
1527;DOTZ;Fast Fifteen blaze;;11030;Литые;;16;20;6,5;108;4;65,1;;false
1528;DOTZ;Fast seven;;6160;Литые;;17;40;8;112;5;70,1;;false
1529;DOTZ;Fast seven drift;;11030;Литые;;16;20;6,5;108;4;65,1;;false
1530;DOTZ;Freeride;;11030;Литые;;16;20;6,5;108;4;65,1;;false
1531;DOTZ;Freeride peak;;8720;Литые;;18;38;7,5;112;5;70,1;;false
1532;DOTZ;Hammada;;13380;Литые;;18;35;8,5;127;5;71,6;;false
1533;DOTZ;Hammada dark;;11100;Литые;;16;1;8;139,7;6;0;;false
1534;DOTZ;Hanzo;;9390;Литые;;17;35;8;120;5;72,6;;false
1535;DOTZ;Hanzo;;8500;Литые;;17;48;7,5;112;5;70,1;;false
1536;DOTZ;Hanzo;;11830;Литые;;17;48;7,5;108;5;70,1;;false
1537;DOTZ;Hanzo white;;11030;Литые;;16;20;6,5;108;4;65,1;;false
1538;DOTZ;Imola;;11030;Литые;;16;20;6,5;108;4;65,1;;false
1539;DOTZ;Interlagos dark;;11450;Литые;;17;40;7,5;112;5;70,1;;false
1540;DOTZ;Interlagos dark;;11450;Литые;;17;44;7,5;105;5;56,6;;false
1541;DOTZ;Interlagos dark;;11450;Литые;;17;46;7,5;100;5;57,1;;false
1542;DOTZ;Interlagos dark;;11450;Литые;;17;48;7,5;108;5;70,1;;false
1543;DOTZ;Interlagos dark;;13650;Литые;;17;50;7,5;112;5;70,1;;false
1544;DOTZ;Interlagos dark;;13650;Литые;;17;51;7,5;100;5;57,1;;false
1545;DOTZ;Interlagos dark;;13650;Литые;;17;51;7,5;112;5;57,1;;false
1546;DOTZ;Interlagos dark;;15350;Литые;;18;44;7,5;105;5;56,6;;false
1547;DOTZ;Interlagos dark;;15350;Литые;;18;45;7,5;114,3;5;71,6;;false
1548;DOTZ;Interlagos shine;;11450;Литые;;17;40;7,5;112;5;70,1;;false
1549;DOTZ;Interlagos shine;;11450;Литые;;17;44;7,5;105;5;56,6;;false
1550;DOTZ;Interlagos shine;;11450;Литые;;17;46;7,5;100;5;57,1;;false
1551;DOTZ;Interlagos shine;;11450;Литые;;17;48;7,5;114,3;5;71,6;;false
1552;DOTZ;Interlagos shine;;13650;Литые;;17;48;7,5;108;5;70,1;;false
1553;DOTZ;Interlagos shine;;13650;Литые;;17;50;7,5;112;5;70,1;;false
1554;DOTZ;Interlagos shine;;13650;Литые;;17;51;7,5;100;5;57,1;;false
1555;DOTZ;Interlagos shine;;13650;Литые;;17;51;7,5;112;5;57,1;;false
1556;DOTZ;Interlagos shine;;15350;Литые;;18;44;7,5;105;5;56,6;;false
1557;DOTZ;Kendo;;10010;Литые;;16;40;7;114,3;5;71,6;;false
1558;DOTZ;Kendo;;10010;Литые;;16;48;7;114,3;5;71,6;;false
1559;DOTZ;Kendo;;11810;Литые;;16;48;7;112;5;70,1;;false
1560;DOTZ;Kendo;;11810;Литые;;17;38;7;100;5;60,1;;false
1561;DOTZ;Kendo;;11900;Литые;;17;40;7;114,3;5;71,6;;false
1562;DOTZ;Kendo;;11900;Литые;;17;45;7;100;4;60,1;;false
1563;DOTZ;Kendo;;15400;Литые;;17;48;7;114,3;5;71,6;;false
1564;DOTZ;Kendo dark;;9560;Литые;;16;48;7;112;5;70,1;;false
1565;DOTZ;Kendo dark;;11310;Литые;;17;48;7;108;5;70,1;;false
1566;DOTZ;Kendo dark;;11640;Литые;;17;48;7;114,3;5;71,6;;false
1567;DOTZ;LagunaSeca dark;;20920;Литые;;19;30;8;112;5;70,1;;false
1568;DOTZ;LagunaSeca dark;;21890;Литые;;19;40;8;112;5;70,1;;false
1569;DOTZ;LagunaSeca dark;;20920;Литые;;19;44;9;112;5;70,1;;false
1570;DOTZ;LagunaSeca grey;;20090;Литые;;19;30;8;120;5;72,6;;false
1571;DOTZ;LagunaSeca grey;;20090;Литые;;19;35;8;120;5;72,6;;false
1572;DOTZ;LagunaSeca grey;;20090;Литые;;19;40;8;112;5;70,1;;false
1573;DOTZ;Las Vegas;;11030;Литые;;16;20;6,5;108;4;65,1;;false
1574;DOTZ;LimeRock dark;;11030;Литые;;16;20;6,5;108;4;65,1;;false
1575;DOTZ;LimeRock dark;;11030;Литые;;16;25;6,5;108;4;65,1;;false
1576;DOTZ;LimeRock dark;;12900;Литые;;16;40;6,5;100;4;56,6;;false
1577;DOTZ;LimeRock dark;;12900;Литые;;16;44;6,5;100;4;60,1;;false
1578;DOTZ;LimeRock grey;;11030;Литые;;16;20;6,5;108;4;65,1;;false
1579;DOTZ;LimeRock grey;;11030;Литые;;16;25;6,5;108;4;65,1;;false
1580;DOTZ;LimeRock grey;;11030;Литые;;16;35;6,5;98;4;58,1;;false
1581;DOTZ;LimeRock grey;;11030;Литые;;16;37;6,5;100;4;60,1;;false
1582;DOTZ;LimeRock grey;;12900;Литые;;16;40;6,5;100;4;56,6;;false
1583;DOTZ;LimeRock grey;;12900;Литые;;16;44;6,5;100;4;60,1;;false
1584;DOTZ;LimeRock grey;;12900;Литые;;16;45;6,5;100;4;60,1;;false
1585;DOTZ;Luxor;;11030;Литые;;16;20;6,5;108;4;65,1;;false
1586;DOTZ;Luxor chrome;;11030;Литые;;16;20;6,5;108;4;65,1;;false
1587;DOTZ;Misano dark;;13860;Литые;;17;35;7,5;112;5;70,1;;false
1588;DOTZ;Misano dark;;13860;Литые;;17;40;7,5;112;5;70,1;;false
1589;DOTZ;Misano dark;;13860;Литые;;17;48;7,5;112;5;70,1;;false
1590;DOTZ;Misano dark;;16790;Литые;;17;48;7,5;108;5;70,1;;false
1591;DOTZ;Misano dark;;16790;Литые;;17;48;7,5;114,3;5;71,6;;false
1592;DOTZ;Misano dark;;16790;Литые;;18;35;8;112;5;70,1;;false
1593;DOTZ;Misano dark;;19710;Литые;;18;35;8;120;5;72,6;;false
1594;DOTZ;Misano grey;;13860;Литые;;17;35;7,5;112;5;70,1;;false
1595;DOTZ;Misano grey;;13860;Литые;;17;40;7,5;112;5;70,1;;false
1596;DOTZ;Misano grey;;16790;Литые;;17;48;7,5;108;5;70,1;;false
1597;DOTZ;Misano grey;;16790;Литые;;17;48;7,5;112;5;70,1;;false
1598;DOTZ;Misano grey;;16790;Литые;;18;35;8;112;5;70,1;;false
1599;DOTZ;Misano grey;;19710;Литые;;18;35;8;120;5;72,6;;false
1600;DOTZ;Misano grey;;19160;Литые;;18;40;8;112;5;70,1;;false
1601;DOTZ;Misano grey;;19710;Литые;;18;45;8;108;5;70,1;;false
1602;DOTZ;Mugello;;5770;Литые;;15;35;6,5;114,3;5;71,6;;false
1603;DOTZ;Mugello;;6350;Литые;;16;15;7;108;4;65,1;;false
1604;DOTZ;Mugello;;7780;Литые;;16;35;7;115;5;70,2;;false
1605;DOTZ;Mugello;;8230;Литые;;16;35;7;108;4;70,1;;false
1606;DOTZ;Mugello;;10160;Литые;;17;32;8;100;5;60,1;;false
1607;DOTZ;Mugello;;6350;Литые;;17;35;8;112;5;70,1;;false
1608;DOTZ;Mugello;;7780;Литые;;18;35;8;112;5;70,1;;false
1609;DOTZ;Mugello dark;;5880;Литые;;16;15;7;108;4;65,1;;false
1610;DOTZ;Mugello dark;;5320;Литые;;17;32;8;100;5;60,1;;false
1611;DOTZ;Mugello lake30;;11030;Литые;;16;20;6,5;108;4;65,1;;false
1612;DOTZ;Rafting;;11030;Литые;;16;20;6,5;108;4;65,1;;false
1613;DOTZ;Rafting dark;;11030;Литые;;16;20;6,5;108;4;65,1;;false
1614;DOTZ;Rapier;;6100;Литые;;16;25;7;108;4;65,1;;false
1615;DOTZ;Rapier dark;;8370;Литые;;18;45;8;114,3;5;71,6;;false
1616;DOTZ;Rapier shine;;11030;Литые;;16;20;6,5;108;4;65,1;;false
1617;DOTZ;Revvo;;13180;Литые;;18;42;8;120;5;72,6;;false
1618;DOTZ;Revvo;;9500;Литые;;18;45;8;108;5;70,1;;false
1619;DOTZ;Revvo;;15660;Литые;;18;48;8;112;5;70,1;;false
1620;DOTZ;Revvo black edt;;7780;Литые;;17;35;7,5;112;5;70,1;;false
1621;DOTZ;Revvo black edt;;9020;Литые;;17;48;7,5;114,3;5;71,6;;false
1622;DOTZ;Revvo black edt;;9020;Литые;;18;34;8;114,3;5;71,6;;false
1623;DOTZ;Revvo black edt;;9020;Литые;;18;35;8;112;5;70,1;;false
1624;DOTZ;Revvo dark;;11590;Литые;;20;28;9,5;112;5;70,1;;false
1625;DOTZ;Revvo dark;;7780;Литые;;19;45;8;112;5;70,1;;false
1626;DOTZ;Revvo dark;;9020;Литые;;17;35;7,5;120;5;72,6;;false
1627;DOTZ;Revvo dark;;9020;Литые;;17;48;7,5;114,3;5;71,6;;false
1628;DOTZ;Revvo dark;;10160;Литые;;18;35;8;120;5;72,6;;false
1629;DOTZ;Revvo dark;;11590;Литые;;18;42;8;120;5;72,6;;false
1630;DOTZ;Revvo dark;;11590;Литые;;18;45;8;108;5;70,1;;false
1631;DOTZ;Revvo dark;;10160;Литые;;18;48;8;112;5;70,1;;false
1632;DOTZ;Sepang blaze;;22020;Литые;;19;45;8;108;5;70,1;;false
1633;DOTZ;Shift;;11920;Литые;;17;38;7;100;5;60,1;;false
1634;DOTZ;Shift;;15080;Литые;;17;48;7;108;5;70,1;;false
1635;DOTZ;Shift;;15080;Литые;;18;35;8;112;5;70,1;;false
1636;DOTZ;Shift;;14740;Литые;;18;35;8;100;4;60,1;;false
1637;DOTZ;Shift;;15620;Литые;;18;48;8;112;5;70,1;;false
1638;DOTZ;Shift pinstripe red;;16210;Литые;;18;35;8;120;5;72,6;;false
1639;DOTZ;Shift pinstripe red;;18770;Литые;;18;48;8;112;5;70,1;;false
1640;DOTZ;Shift shine;;9700;Литые;;19;35;8;100;5;60,1;;false
1641;DOTZ;Shift shine;;8620;Литые;;17;48;7;114,3;5;71,6;;false
1642;DOTZ;Shuriken;;11030;Литые;;16;20;6,5;108;4;65,1;;false
1643;DOTZ;Shuriken gold;;11030;Литые;;16;20;6,5;108;4;65,1;;false
1644;DOTZ;Shuriken white;;11030;Литые;;16;20;6,5;108;4;65,1;;false
1645;DOTZ;SP5 black edt;;11030;Литые;;16;20;6,5;108;4;65,1;;false
1646;DOTZ;SP5 dark;;11500;Литые;;18;35;8;120;5;72,6;;false
1647;DOTZ;Spa black;;13520;Литые;;17;35;7,5;100;5;60,1;;false
1648;DOTZ;Spa black;;13520;Литые;;17;35;7,5;112;5;70,1;;false
1649;DOTZ;Spa black;;13520;Литые;;17;38;7,5;114,3;5;71,6;;false
1650;DOTZ;Spa black;;13520;Литые;;17;40;7,5;108;5;70,1;;false
1651;DOTZ;Spa black;;13520;Литые;;17;40;7,5;112;5;70,1;;false
1652;DOTZ;Spa black;;16370;Литые;;17;45;7,5;100;5;60,1;;false
1653;DOTZ;Spa black;;16370;Литые;;17;48;7,5;108;5;70,1;;false
1654;DOTZ;Spa black;;18680;Литые;;17;48;7,5;112;5;70,1;;false
1655;DOTZ;Spa black;;18680;Литые;;17;48;7,5;114,3;5;71,6;;false
1656;DOTZ;Spa black;;18680;Литые;;18;35;8;112;5;70,1;;false
1657;DOTZ;Spa dark;;14000;Литые;;17;35;7,5;100;5;60,1;;false
1658;DOTZ;Spa dark;;14000;Литые;;17;35;7,5;112;5;70,1;;false
1659;DOTZ;Spa dark;;14000;Литые;;17;38;7,5;114,3;5;71,6;;false
1660;DOTZ;Spa dark;;14000;Литые;;17;40;7,5;108;5;70,1;;false
1661;DOTZ;Spa dark;;14000;Литые;;17;40;7,5;112;5;70,1;;false
1662;DOTZ;Spa dark;;17020;Литые;;17;45;7,5;100;5;60,1;;false
1663;DOTZ;Spa dark;;17020;Литые;;17;48;7,5;108;5;70,1;;false
1664;DOTZ;Spa dark;;17020;Литые;;17;48;7,5;112;5;70,1;;false
1665;DOTZ;Spa dark;;19440;Литые;;17;48;7,5;114,3;5;71,6;;false
1666;DOTZ;Spa dark;;19440;Литые;;18;35;8;100;5;60,1;;false
1667;DOTZ;Suzuka black;;17210;Литые;;18;45;8;108;5;70,1;;false
1668;DOTZ;Suzuka black;;20200;Литые;;18;48;8;112;5;70,1;;false
1669;DOTZ;Suzuka black;;20200;Литые;;19;25;8,5;112;5;70,1;;false
1670;DOTZ;Suzuka black;;21170;Литые;;19;25;9,5;112;5;70,1;;false
1671;DOTZ;Suzuka black;;20200;Литые;;19;35;8,5;112;5;70,1;;false
1672;DOTZ;Suzuka black;;24670;Литые;;19;40;8,5;112;5;66,6;;false
1673;DOTZ;Suzuka black;;24670;Литые;;19;40;9,5;120;5;72,6;;false
1674;DOTZ;Suzuka dark;;17210;Литые;;18;35;8;112;5;70,1;;false
1675;DOTZ;Suzuka dark;;17210;Литые;;18;35;8;120;5;72,6;;false
1676;DOTZ;Suzuka dark;;17210;Литые;;18;45;8;108;5;70,1;;false
1677;DOTZ;Suzuka dark;;20200;Литые;;18;48;8;114,3;5;71,6;;false
1678;DOTZ;Suzuka dark;;20200;Литые;;18;48;8;112;5;70,1;;false
1679;DOTZ;Suzuka dark;;20200;Литые;;19;25;9,5;112;5;70,1;;false
1680;DOTZ;Suzuka dark;;24670;Литые;;19;25;8,5;112;5;70,1;;false
1681;DOTZ;Suzuka dark;;24670;Литые;;19;33;8,5;120;5;72,6;;false
1682;DOTZ;Suzuka dark;;21170;Литые;;19;35;8,5;112;5;70,1;;false
1683;DOTZ;Territory;;11030;Литые;;16;20;6,5;108;4;65,1;;false
1684;DOTZ;Territory dark;;11030;Литые;;16;20;6,5;108;4;65,1;;false
1685;DOTZ;Thunder;;11030;Литые;;16;20;6,5;108;4;65,1;;false
1686;DOTZ;Touge blaze;;11030;Литые;;16;20;6,5;108;4;65,1;;false
1687;DOTZ;Touge graphite;;11030;Литые;;16;20;6,5;108;4;65,1;;false
1688;DOTZ;Tupac;;9020;Литые;;19;35;8,5;112;5;70,1;;false
1689;DOTZ;Tupac shaft;;11030;Литые;;16;20;6,5;108;4;65,1;;false
1690;ENZO;101;;2860;Литые;;16;35;7;100;5;60,1;;false
1691;ENZO;101 dark;;3030;Литые;;15;48;6,5;114,3;5;71,6;;false
1692;ENZO;101 с бэдлоком;;4230;Литые;;17;38;7;112;5;70,1;;false
1693;ENZO;103 dark;;3030;Литые;;15;48;6,5;114,3;5;71,6;;false
1694;ENZO;103 dark;;3710;Литые;;16;35;7;100;5;60,1;;false
1695;ENZO;103 dark;;5890;Литые;;16;40;7;100;4;60,1;;false
1696;ENZO;103 с бэдлоком;;3030;Литые;;15;48;6,5;114,3;5;71,6;;false
1697;ENZO;103 с бэдлоком;;3710;Литые;;16;35;7;100;5;60,1;;false
1698;ENZO;103 с бэдлоком;;5890;Литые;;16;40;7;100;4;60,1;;false
1699;ENZO;106 dark;;3710;Литые;;16;40;7;100;4;60,1;;false
1700;ENZO;B;;3030;Литые;;15;48;6,5;114,3;5;71,6;;false
1701;ENZO;B;;3710;Литые;;16;35;7;100;5;60,1;;false
1702;ENZO;B;;5890;Литые;;16;40;7;100;4;60,1;;false
1703;ENZO;G;;3030;Литые;;15;48;6,5;114,3;5;71,6;;false
1704;ENZO;G;;3710;Литые;;16;35;7;100;5;60,1;;false
1705;ENZO;G;;5890;Литые;;16;40;7;100;4;60,1;;false
1706;ENZO;G graphite;;3030;Литые;;15;48;6,5;114,3;5;71,6;;false
1707;ENZO;G graphite;;3710;Литые;;16;35;7;100;5;60,1;;false
1708;ENZO;G graphite;;5890;Литые;;16;40;7;100;4;60,1;;false
1709;ENZO;H;;3030;Литые;;15;48;6,5;114,3;5;71,6;;false
1710;ENZO;H;;3710;Литые;;16;35;7;100;5;60,1;;false
1711;ENZO;H;;5890;Литые;;16;40;7;100;4;60,1;;false
1712;ENZO;R;;3030;Литые;;15;48;6,5;114,3;5;71,6;;false
1713;ENZO;R;;3710;Литые;;16;35;7;100;5;60,1;;false
1714;ENZO;R;;5890;Литые;;16;40;7;100;4;60,1;;false
1715;ENZO;W;;3030;Литые;;15;48;6,5;114,3;5;71,6;;false
1716;ENZO;W;;3710;Литые;;16;35;7;100;5;60,1;;false
1717;ENZO;W;;5890;Литые;;16;40;7;100;4;60,1;;false
1718;ETA BETA;Beta Eros;;5890;Литые;;15;25;6;108;4;65,1;;false
1719;ETA BETA;Beta Jofiel;;5890;Литые;;15;25;6;108;4;65,1;;false
1720;ETA BETA;Beta Jofiel X;;5890;Литые;;15;25;6;108;4;65,1;;false
1721;ETA BETA;Beta Piuma C;;5890;Литые;;15;25;6;108;4;65,1;;false
1722;ETA BETA;Beta Tettsut X;;5890;Литые;;15;25;6;108;4;65,1;;false
1723;ETA BETA;Beta Uriel;;5890;Литые;;15;25;6;108;4;65,1;;false
1724;ETA BETA;Beta Uriel X;;5890;Литые;;15;25;6;108;4;65,1;;false
1725;ETA BETA;Beta Venti R;;5890;Литые;;15;25;6;108;4;65,1;;false
1726;EURODISK;32E45S;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
1727;EURODISK;32E45S;;3930;Стальные;;13;46;5;100;4;54,1;;false
1728;EURODISK;42A46R;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
1729;EURODISK;42A46R;;3930;Стальные;;13;46;5;100;4;54,1;;false
1730;EURODISK;42B29C;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
1731;EURODISK;42B29C;;3930;Стальные;;13;46;5;100;4;54,1;;false
1732;EURODISK;42B40B;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
1733;EURODISK;42B40B;;3930;Стальные;;13;46;5;100;4;54,1;;false
1734;EURODISK;42E45S;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
1735;EURODISK;42E45S;;3930;Стальные;;13;46;5;100;4;54,1;;false
1736;EURODISK;43H35D;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
1737;EURODISK;43H35D;;3930;Стальные;;13;46;5;100;4;54,1;;false
1738;EURODISK;45G58L;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
1739;EURODISK;45G58L;;3930;Стальные;;13;46;5;100;4;54,1;;false
1740;EURODISK;52A35D;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
1741;EURODISK;52A35D;;3930;Стальные;;13;46;5;100;4;54,1;;false
1742;EURODISK;52A36C;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
1743;EURODISK;52A36C;;3930;Стальные;;13;46;5;100;4;54,1;;false
1744;EURODISK;52A45A;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
1745;EURODISK;52A45A;;3930;Стальные;;13;46;5;100;4;54,1;;false
1746;EURODISK;52A45D;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
1747;EURODISK;52A45D;;3930;Стальные;;13;46;5;100;4;54,1;;false
1748;EURODISK;52A49A;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
1749;EURODISK;52A49A;;3930;Стальные;;13;46;5;100;4;54,1;;false
1750;EURODISK;52B29C;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
1751;EURODISK;52B29C;;3930;Стальные;;13;46;5;100;4;54,1;;false
1752;EURODISK;52B40B;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
1753;EURODISK;52B40B;;3930;Стальные;;13;46;5;100;4;54,1;;false
1754;EURODISK;52E45H;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
1755;EURODISK;52E45H;;3930;Стальные;;13;46;5;100;4;54,1;;false
1756;EURODISK;53A35D;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
1757;EURODISK;53A35D;;3930;Стальные;;13;46;5;100;4;54,1;;false
1758;EURODISK;53A35D black;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
1759;EURODISK;53A35D black;;3930;Стальные;;13;46;5;100;4;54,1;;false
1760;EURODISK;53A36C;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
1761;EURODISK;53A36C;;3930;Стальные;;13;46;5;100;4;54,1;;false
1762;EURODISK;53A38R;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
1763;EURODISK;53A38R;;3930;Стальные;;13;46;5;100;4;54,1;;false
1764;EURODISK;53A39Z;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
1765;EURODISK;53A39Z;;3930;Стальные;;13;46;5;100;4;54,1;;false
1766;EURODISK;53A43C;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
1767;EURODISK;53A43C;;3930;Стальные;;13;46;5;100;4;54,1;;false
1768;EURODISK;53A45D;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
1769;EURODISK;53A45D;;3930;Стальные;;13;46;5;100;4;54,1;;false
1770;EURODISK;53A45R;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
1771;EURODISK;53A45R;;3930;Стальные;;13;46;5;100;4;54,1;;false
1772;EURODISK;53A45V;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
1773;EURODISK;53A45V;;3930;Стальные;;13;46;5;100;4;54,1;;false
1774;EURODISK;53A45Z;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
1775;EURODISK;53A45Z;;3930;Стальные;;13;46;5;100;4;54,1;;false
1776;EURODISK;53A49A;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
1777;EURODISK;53A49A;;3930;Стальные;;13;46;5;100;4;54,1;;false
1778;EURODISK;53A49Z;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
1779;EURODISK;53A49Z;;3930;Стальные;;13;46;5;100;4;54,1;;false
1780;EURODISK;53B35B;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
1781;EURODISK;53B35B;;3930;Стальные;;13;46;5;100;4;54,1;;false
1782;EURODISK;53C41G;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
1783;EURODISK;53C41G;;3930;Стальные;;13;46;5;100;4;54,1;;false
1784;EURODISK;53C45D;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
1785;EURODISK;53C45D;;3930;Стальные;;13;46;5;100;4;54,1;;false
1786;EURODISK;53C47G;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
1787;EURODISK;53C47G;;3930;Стальные;;13;46;5;100;4;54,1;;false
1788;EURODISK;53E40M;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
1789;EURODISK;53E40M;;3930;Стальные;;13;46;5;100;4;54,1;;false
1790;EURODISK;53E40Y;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
1791;EURODISK;53E40Y;;3930;Стальные;;13;46;5;100;4;54,1;;false
1792;EURODISK;53E45H;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
1793;EURODISK;53E45H;;3930;Стальные;;13;46;5;100;4;54,1;;false
1794;EURODISK;54A36R;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
1795;EURODISK;54A36R;;3930;Стальные;;13;46;5;100;4;54,1;;false
1796;EURODISK;54A43C;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
1797;EURODISK;54A43C;;3930;Стальные;;13;46;5;100;4;54,1;;false
1798;EURODISK;54A45C;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
1799;EURODISK;54A45C;;3930;Стальные;;13;46;5;100;4;54,1;;false
1800;EURODISK;54A45R;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
1801;EURODISK;54A45R;;3930;Стальные;;13;46;5;100;4;54,1;;false
1802;EURODISK;54A45V;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
1803;EURODISK;54A45V;;3930;Стальные;;13;46;5;100;4;54,1;;false
1804;EURODISK;54A50C;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
1805;EURODISK;54A50C;;3930;Стальные;;13;46;5;100;4;54,1;;false
1806;EURODISK;54A50R;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
1807;EURODISK;54A50R;;3930;Стальные;;13;46;5;100;4;54,1;;false
1808;EURODISK;54A51R;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
1809;EURODISK;54A51R;;3930;Стальные;;13;46;5;100;4;54,1;;false
1810;EURODISK;54E40M;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
1811;EURODISK;54E40M;;3930;Стальные;;13;46;5;100;4;54,1;;false
1812;EURODISK;54E40Y;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
1813;EURODISK;54E40Y;;3930;Стальные;;13;46;5;100;4;54,1;;false
1814;EURODISK;54E46H;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
1815;EURODISK;54E46H;;3930;Стальные;;13;46;5;100;4;54,1;;false
1816;EURODISK;54I42M;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
1817;EURODISK;54I42M;;3930;Стальные;;13;46;5;100;4;54,1;;false
1818;EURODISK;54J47H;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
1819;EURODISK;54J47H;;3930;Стальные;;13;46;5;100;4;54,1;;false
1820;EURODISK;54N60F;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
1821;EURODISK;54N60F;;3930;Стальные;;13;46;5;100;4;54,1;;false
1822;EURODISK;55N56F;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
1823;EURODISK;55N56F;;3930;Стальные;;13;46;5;100;4;54,1;;false
1824;EURODISK;63H37D;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
1825;EURODISK;63H37D;;3930;Стальные;;13;46;5;100;4;54,1;;false
1826;EURODISK;63H43D;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
1827;EURODISK;63H43D;;3930;Стальные;;13;46;5;100;4;54,1;;false
1828;EURODISK;6445ST;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
